movie_name,genre,rating,votes,duration_minutes
Innocent Shots,crime,2.2,19.0,
Kenda,crime,8.0,25.0,135.0
Preminchoddu : Don't Love,crime,7.7,1520.0,177.0
Bunny & Clive,crime,2.1,39.0,76.0
Common Creed: Trafficking,crime,7.3,18.0,106.0
Thozhar Che Guevara,crime,5.1,37.0,120.0
Marco,crime,6.6,25019.0,145.0
Money No Enough 3,crime,6.0,275.0,138.0
Shadows of Betrayal: Chronicles of Ian Blair,crime,7.3,18.0,65.0
Find Me,crime,5.2,24.0,
Inside,crime,6.4,1192.0,104.0
Rats!,crime,6.5,321.0,85.0
Blue Ice,crime,8.9,24.0,
Pani,crime,6.9,3746.0,143.0
The Cold Father,crime,6.8,20.0,
Mina and the Radio Bandits,crime,7.2,49.0,110.0
Lake George,crime,6.5,2019.0,118.0
Abduction Chronicles,crime,8.5,40.0,126.0
Murder in the Village: Who Killed the Doctor's Wife?,crime,5.8,72.0,
Gumasthan,crime,5.9,597.0,145.0
Six Days,crime,5.8,497.0,95.0
Crack: Back in Da Hood,crime,4.5,61.0,82.0
Beauty Grace Malice,crime,7.6,47.0,81.0
Jönssonligan kommer tillbaka,crime,5.8,1838.0,104.0
Runnin' from Wolves,crime,6.6,12.0,133.0
Holiday Hold-Up,crime,5.4,95.0,89.0
Badland Hunters,crime,5.9,13215.0,107.0
Niyathi,crime,6.6,175.0,113.0
Cubic Zirconia,crime,7.0,81.0,
Killer Babes,crime,3.5,324.0,94.0
Lembayung,crime,5.9,878.0,123.0
Indelebile,crime,8.9,10.0,
Netru Indha Neram,crime,5.4,137.0,140.0
Liebling Kreuzberg 2.0,crime,5.4,59.0,89.0
Kondal,crime,5.3,832.0,147.0
Gossip to Die For,crime,5.3,97.0,94.0
Aranam,crime,7.5,402.0,127.0
It All Ends Here,crime,6.3,423.0,89.0
Ferry 2,crime,5.6,4209.0,94.0
Dhakshina,crime,5.4,5185.0,107.0
Trouble,crime,6.2,7701.0,98.0
Black Box Diaries,crime,7.5,4289.0,102.0
More Than the Streets,crime,3.5,14.0,
Final Heist,crime,4.2,169.0,83.0
The Calendar Killer,crime,5.5,4911.0,97.0
Porch Pirates,crime,5.0,117.0,107.0
Detroit Ransom,crime,6.6,13.0,76.0
Citizen of a Kind,crime,6.7,1084.0,114.0
Ata Nirjon Duporiya,crime,8.0,9.0,103.0
Poslednji strelac,crime,5.4,302.0,90.0
Toofan,crime,7.3,8992.0,145.0
Case of Kondana,crime,5.8,775.0,143.0
Santosh,crime,7.1,3367.0,128.0
Summer Will Come,crime,5.4,69.0,94.0
Muzhskoe slovo,crime,6.3,470.0,94.0
Mission: Cross,crime,6.1,2892.0,105.0
Rangeli,crime,9.0,120.0,140.0
Conquer: Lahad Datu,crime,6.5,616.0,120.0
Blood and Black,crime,6.6,1125.0,88.0
Dream Team,crime,4.9,77.0,91.0
The Real Story of January 6: Part 2 - The Long Road Home,crime,6.2,30.0,90.0
Water Mafia,crime,9.0,17.0,45.0
Vicheyam,crime,8.8,14.0,
Bodiless,crime,5.7,1253.0,90.0
Blue Christmas,crime,5.9,25.0,79.0
Pinnil Oral,crime,8.3,1722.0,127.0
Guess Who,crime,4.8,384.0,93.0
The Burned Hand,crime,7.3,13.0,85.0
Plastic Guns,crime,6.2,724.0,95.0
Beverly Hills Cop: Axel F,crime,6.4,85775.0,118.0
Dead Man,crime,5.1,232.0,109.0
Whatever It Takes,crime,7.8,42.0,93.0
My Sextortion Diary,crime,6.5,62.0,64.0
Dickweed,crime,7.0,52.0,90.0
Chithini,crime,5.9,555.0,151.0
A Valentine's Day,crime,8.4,8.0,126.0
Tiger Wolf Rabbit,crime,6.6,731.0,126.0
Lover Stalker Killer,crime,7.0,14337.0,90.0
Once Upon a Time in the East,crime,6.5,379.0,150.0
The Sabarmati Report,crime,6.4,25435.0,127.0
Shakhahaari,crime,7.5,1432.0,145.0
Scorched Earth,crime,6.6,843.0,101.0
Rob N Roll,crime,6.1,1590.0,98.0
Detective Conan vs. Kid the Phantom Thief,crime,6.1,184.0,81.0
Mudo Kannu,crime,7.8,2116.0,100.0
Dutch II: Angel's Revenge,crime,6.5,116.0,
Dark Deceptions,crime,6.0,43.0,82.0
Get Close 2,crime,5.6,51.0,
Samandar,crime,7.7,143.0,172.0
Novyy god v Beryozovke,crime,6.7,111.0,94.0
They Called Him Mostly Harmless,crime,5.9,3499.0,89.0
Mukhya Gamanika,crime,8.6,2087.0,125.0
The Kills,crime,8.8,12.0,70.0
Baba Yaga,crime,4.9,13.0,
Havnaa,crime,6.8,527.0,110.0
The Essex Boys Tapes,crime,5.7,8.0,
The Housewife and the Hustler 2: The Reckoning,crime,6.5,49.0,94.0
The Bitter Sugar,crime,6.1,34.0,92.0
Desperado,crime,5.9,177.0,100.0
Bangkok Breaking: Heaven and Hell,crime,5.8,738.0,146.0
The Shadow,crime,6.3,382.0,90.0
Miss Merkel - Ein Uckermark-Krimi 2,crime,6.3,22.0,
The Truth vs. Alex Jones,crime,7.5,3239.0,121.0
Der Parkhausmord - Wer tötete Charlotte Böhringer?,crime,7.5,43.0,
Untamed Royals,crime,4.6,718.0,99.0
